original_id_x;date_created;resource_type;specific_resource_type;specific_type;post_type;stream_type;object_name;object_content;from_id;from_username;name;content;final_sentiment;from_display_picture;media_link;link;bio;reply_to_original_id;reply_to_user_id;retweet_from_original_id;retweet_from_user_id;identifikasi;original_id_y;content_y;link_y
"1,90E+18";26/03/2025 10.54.50;social_media;twitter;status;talk;keyword;IPB;IPB;"1,50E+18";IzmiKhairul_;Izmi Khairul;"#BeritaIPB  Cegah Kantuk saat Mudik, Ini Dia Makanan Peningkat Stamina Versi Dosen IPB University  Baca selengkapnya di: https://t.co/zN5CBu7zOa  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdek";neutral;https://pbs.twimg.com/profile_images/1503010867381616644/c1cqcier_normal.jpg;;https://twitter.com/IzmiKhairul_/status/1904743821780615671;"Aku anak sehat, tubuhku kuatt";;;;;no-take-out;;;
"1,90E+18";25/03/2025 13.34.21;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;#BeritaIPB  Dosen Fakultas Kedokteran IPB University Ungkap Dampak Dehidrasi Saat Puasa pada Kesehatan Kulit  Baca selengkapnya di: https://t.co/02BoVVy7QW  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1904421580501061657;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";25/03/2025 13.35.13;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Dosen IPB University: Budaya Gotong Royong dan Open Donasi, Orang Indonesia Jagonya  Baca selengkapnya di: https://t.co/x9qlT5uhLk  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1904421795777921082;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,92E+18";25/04/2025 14.51.44;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;#BeritaIPB  IPB University Fasilitasi Peserta Disabilitas dalam UTBK-SNBT 2025  Baca selengkapnya di: https://t.co/zb1pA02awg  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1915675078903423304;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,91E+18";27/03/2025 11.08.45;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;#BeritaIPB  Jangan Khawatir! Ini Tips Rumah Aman Ditinggal Mudik Menurut Pakar Manajemen Risiko IPB University  Baca selengkapnya di: https://t.co/gFOaoOCAhA  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1905109712795811953;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";13/03/2025 13.12.17;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;#BeritaIPB  Jangan Salah Pilih! Pakar Gizi IPB University Rekomendasikan Buah Terbaik untuk Berbuka Puasa  Baca selengkapnya di: https://t.co/yip7IihpjC  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1900067369201934847;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";25/03/2025 13.36.05;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Krisis Perubahan Iklim Kian Nyata, Dosen IPB University Urai Peran Ilmu Klimatologi  Baca selengkapnya di: https://t.co/Vg9z0JvYUx  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1904422016750694571;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,92E+18";25/04/2025 14.50.23;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Melalui Program OVOC, Mahasiswa IPB University Bersama Petani Jambi Tembus Ekspor Pinang  Baca selengkapnya di: https://t.co/UhKOnl8Iex  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1915674738900545886;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";17/03/2025 14.07.48;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Pendaftar SNBP IPB University Naik 24 Persen, Ini Daftar 10 Prodi Favorit dan Tingkat Keketatan Tertinggi  Baca selengkapnya di: https://t.co/sd8Za8gfaj  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1901530894042874341;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";25/03/2025 13.36.47;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Remaja Rentan Terhadap TBC, Dosen FK IPB University Ungkap Alasannya  Baca selengkapnya di: https://t.co/d4UIwkTelk  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1904422190885605506;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,90E+18";17/03/2025 14.08.11;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Sarah Firjani, sang Talent CoC Ruangguru, Wakili IPB University Maju ke Pemilihan Mahasiswa Berprestasi Nasional 2025  Baca selengkapnya di: https://t.co/VAbricrCws  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1901530988468961657;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,91E+18";27/03/2025 11.07.36;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;"#BeritaIPB  Sebentar Lagi Lebaran, Ini 5 Tips Agar Ketupat Tidak Cepat Basi Menurut Pakar IPB University  Baca selengkapnya di: https://t.co/fOdNIY3Brl  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1905109423938507037;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,91E+18";27/03/2025 11.11.09;social_media;twitter;status;talk;keyword;IPB;IPB;114363810;ipbofficial;IPB;#BeritaIPB  Tips Sehat Mengonsumsi Hidangan Lebaran Menurut Ahli Gizi IPB University  Baca selengkapnya di: https://t.co/t1IHAaCKp5  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;neutral;https://pbs.twimg.com/profile_images/649465498841669632/fAhP-qDl_normal.png;;https://twitter.com/ipbofficial/status/1905110317157519610;The official IPB University Twitter account | Inspiring Innovation with Integrity | E-mail : ask@apps.ipb.ac.id;;;;;no-take-out;;;
"1,93E+18";22/05/2025 11.10.40;social_media;twitter;status;talk;keyword;IPB;IPB;259174074;honeymoononice;H;@_aceazka Gajelas emang si IPB masukin album CK 😭;negative;https://pbs.twimg.com/profile_images/1538792977656872960/oZ2eomHT_normal.jpg;;https://twitter.com/honeymoononice/status/1925403917862805799;The CATalyst;"1,93E+18";"8,31E+17";;;no-take-out;;;
"1,83E+16";06/12/2024 18.34.32;social_media;instagram;comment;talk;account;ipbofficial;1818662133;3498526198;_rezaalldn;_rezaalldn;@_bellakusumaa gas bikin versi fapet;neutral;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/465755211_471302462031767_2681038640389276533_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=HAPVfxsApI4Q7kNvgGkTTE7&_nc_gid=aa1cf0192e234742b2689372bceb0a0f&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYD5WhfD7AJJOWijbbSlH7ycUWDsS1tRuWhVXwUb5YG6nw&oe=675A5EC4&_nc_sid=0985b0;nan;https://instagram.com/p/DDOzfeCv7fX/18262287988253156;nan;"3,52E+18";nan;nan;nan;no-take-out;"3,52E+18";"20 ribu dapat apa aja ya di Kantin Sapta? 🤔  Halo #IPBNesian!  Yuk, ikutin keseruan kita hunting makanan di Kantin Sapta, salah satu kantin favorit IPB University! Kalo kamu, lebih sering makan di kantin mana nih? Komen di kolom komentar yaa ✨  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #kantin";https://instagram.com/p/DDOzfeCv7fX
"1,89E+18";15/02/2025 10.35.31;social_media;twitter;status;talk;keyword;IPB;IPB;174524190;kemenhamRI;Gus Anthony;@_ezalev IPB kan P nya Pemerintah bang;negative;https://pbs.twimg.com/profile_images/1869069203153842176/EnPTIJx7_normal.jpg;;https://twitter.com/kemenhamRI/status/1890605833353822325;Atasan Presiden Republik Indonesia;"1,89E+18";"1,65E+18";;;no-take-out;;;
"1,91E+18";16/04/2025 07.44.29;social_media;twitter;status;talk;keyword;IPB;IPB;2851969045;Cinacin_;Acin.;"@_ezalev Ohh paham kak, keren banget ya ternyata banyak makanan pokok pengganti nasi di Indonesia, harusnya pemerintah mulai melek sm ini sih. Btw kl kakak dan temen2 di IPB udh mulai produksi jewawut untuk siap konsumsi, kabari di komun ya kak! Aku siap ";neutral;https://pbs.twimg.com/profile_images/1164789736520605701/g2Z6Bbng_normal.jpg;;https://twitter.com/Cinacin_/status/1912306063438934499;;"1,91E+18";"1,65E+18";;;no-take-out;;;
"1,88E+18";10/01/2025 21.24.57;social_media;twitter;status;talk;keyword;IPB;IPB;"1,60E+18";Tlethongsapi;hadiwi;"@_fikri_auliya IPB semua jurusan, bisa kerja di mana2 kecuali di bidang pertanian 😁😁";neutral;https://pbs.twimg.com/profile_images/1610484468757991425/fatlQ-oq_normal.jpg;;https://twitter.com/Tlethongsapi/status/1877723305894904035;Longterm football fans shortime "glory hunter" Arsenal fans;"1,88E+18";79874857;;;no-take-out;;;
"1,83E+16";26/03/2025 01.25.46;social_media;instagram;comment;talk;account;ipbofficial;1818662133;15198585638;dy0n_m;dy0n_m;@_gres_pasaribu masuk ipb aja;neutral;https://instagram.fbdo9-1.fna.fbcdn.net/v/t51.2885-19/483760431_1028824905742313_4391128626344439127_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo9-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QHXfz41wVJcWeajGOGF6TB_iY4MKxiCOwcaCbnJyZzalOCvL_Am1_QLYD7K7ZxbdPA&_nc_ohc=ABFpJ8aSFFwQ7kNvgF5hzk5&_nc_gid=WRo7K6NyUdAEXoauNliZJg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYED3T_XopU2rl_u5esdNEcSWDRitFz_3ClA6_PDFpDfqg&oe=67EB1312&_nc_sid=0985b0;;https://instagram.com/p/DHBBPNjRj5e/18300477262212089;;"3,59E+18";;;;no-take-out;"3,59E+18";"Tell me something i don’t know ⁉️  Buat kamu para pejuang SNBT 2025, ada banyak benefit yang bisa kamu dapatkan ketika memilih IPB University sebagai lokasi UTBK! Kira-kira apa aja yaa? Jangan skip video ini kalo mau tau jawabannya.  Cari lokasi UTBK-SNBT yang nyaman? Ya, di IPB University ajaa!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://instagram.com/p/DHBBPNjRj5e
"1,90E+18";17/03/2025 13.06.33;social_media;twitter;status;talk;keyword;IPB;IPB;"1,64E+18";underground4124;Aidanaaa;"@_Hzeralia AAMIIN IPB msh memungkinkan kok utk digapai, fyi gw dlu lolos IPB jalur mandiri dan gw pikir not that hard to reach it. well good luck!";neutral;https://pbs.twimg.com/profile_images/1816247816521703424/pFu72ZVl_normal.jpg;;https://twitter.com/underground4124/status/1901515479115571392;Love myself for life❤️;"1,90E+18";"1,78E+18";;;no-take-out;;;
"1,85E+18";04/11/2024 14.17.08;social_media;twitter;status;talk;keyword;IPB;IPB;"1,78E+18";yosephsamodra;Yoseph Samodra;"@_log1060 Yap, betul. Saya kenal dosen2 ekonomi gizi dari IPB saat kuliah S2 dulu. Beliau2 membuka mata saya bahwa pejabat2 butuh dibantu memahami sisi STEMnya (misalnya bgmn fisiologi fortifikasi), sekaligus non-STEM-nya (macam apa dampaknya ke elektabil";neutral;https://pbs.twimg.com/profile_images/1826515918970867712/RN80zwts_normal.jpg;nan;https://twitter.com/yosephsamodra/status/1853335657684586855;"Sedang belajar baca, tulis, dan bikin garis. PhD in Public Health.";"1,85E+18";"1,33E+18";nan;nan;no-take-out;nan;nan;nan
"1,91E+18";11/04/2025 22.42.01;social_media;twitter;status;talk;keyword;IPB;IPB;"1,75E+18";larvahidup;larva;"@_zamha231 Saran ku, kamu harus cari tau ruangan dahulu ya, soalnya IPB itu Labirin, salah tikungan salah fakultas";neutral;https://pbs.twimg.com/profile_images/1747604412024147969/C2A3ShKd_normal.jpg;;https://twitter.com/larvahidup/status/1910719999452602439;;"1,91E+18";"1,52E+18";;;no-take-out;;;
"1,83E+18";09/09/2024 18.13.48;social_media;twitter;status;talk;keyword;IPB;IPB;"1,47E+18";andrugtate;andrug;"@_zeeasadel gas, di skhb ipb😁";neutral;https://pbs.twimg.com/profile_images/1778034845681344513/Go37hHjK_normal.jpg;nan;https://twitter.com/andrugtate/status/1833101493982908549;Halo bg;"1,83E+18";"1,05E+18";nan;nan;no-take-out;nan;nan;nan
"1,83E+18";31/08/2024 08.58.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,21E+18";leeesm_;liv;"@0423onelee @mfs_ub serunya ada photobooth, di ipb gk ada";negative;https://pbs.twimg.com/profile_images/1811465711069614080/voDs-XTo_normal.jpg;nan;https://twitter.com/leeesm_/status/1829700151738581176;simp with #제노 🖇;"1,83E+18";"1,39E+18";nan;nan;no-take-out;nan;nan;nan
"1,92E+18";16/05/2025 04.15.42;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,36E+18";jualnanas;tachu;"@3nziell @ipbofficial hii kak mohon maaf menganggu waktunya, apakah aku boleh tanya mengenai jalur ketua OSIS IPB ini? terima kasihh kak sebelumnya";neutral;https://pbs.twimg.com/profile_images/1919985612876349441/PAyZ9WGp_normal.jpg;;https://twitter.com/jualnanas/status/1923125158065156491;JuUaAl naAnas dilArang PaAnAss🏃‍♀️😱🙀;"1,81E+18";"1,45E+18";;;no-take-out;;;
"1,92E+18";05/05/2025 15.20.40;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,62E+18";askask_a;"poseidon ,a";@3nziell @ipbofficial kak boleh tau ga bpif smaa ukt di teksip dan lingkungan ipb berapa?;neutral;https://pbs.twimg.com/profile_images/1620423283412996097/T5LyMZ-I_normal.png;;https://twitter.com/askask_a/status/1919306235071062097;;"1,81E+18";"1,45E+18";;;no-take-out;;;
"1,92E+18";13/05/2025 07.37.12;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,67E+18";ZigniPrata29800;Pratama Rakaputra Nova Zigni;"@3nziell @ipbofficial Kak mau tanya boleh, dulu nyantumin sertif apa aja yaa Teruss rata ratanya nyampe 90 ngga? Soalnya rata rataku kecil🥲";neutral;https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;https://twitter.com/ZigniPrata29800/status/1922088704039964697;;"1,81E+18";"1,45E+18";;;no-take-out;;;
"1,81E+18";10/07/2024 01.31.35;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,43E+18";malfoy190;harpot;@3nziell @ipbofficial keren!!!!!!!;positive;https://pbs.twimg.com/profile_images/1808986003203633152/xB6GqpCL_normal.jpg;nan;https://twitter.com/malfoy190/status/1810743620766753096;nan;"1,81E+18";"1,45E+18";nan;nan;no-take-out;nan;nan;nan
"1,81E+16";11/05/2025 19.10.15;social_media;instagram;comment;talk;account;ipbofficial;1818662133;4661276324;waydaffa;waydaffa;@5secondofsumur bisa ke S2 S3 Ilmu Kkmputer IPB yg udah mapan;neutral;https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/53169496_425447828255562_5960845454961803264_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH2eDwD2z_CigBomaFvUOTQcP3hXjDqwOZH2E_EbVGEkJKjyyHeBdnNdsXBsQgw6oI&_nc_ohc=wK6JrLiUmt4Q7kNvwH1zjvv&_nc_gid=91Cz7X_IhRbhxGlaLynmVA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfI-0t1YFWUNKNrtN6WYW_jak-YjwiUlLBMeWyIsdT7_LA&oe=6829CDEC&_nc_sid=0985b0;;https://instagram.com/p/DJBtTbyxsnN/18144195346383278;;"3,62E+18";;;;no-take-out;"3,62E+18";"Halo Para Pejuang IPB University!  Buat kamu yang sering tanya, di IPB tuh ada program studi teknik gak sih? Jawabannya ada loh! IPB University kembali membuka sekolah baru, yaitu Sekolah Teknik! Ini dia beberapa program studi yang menjadi bagian dari Sekolah Teknik.  Persiapkan diri kamu sebaik-baiknya yaa untuk menjadi bagian dari keluarga #KampusTerbaik!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ayomasukipb";https://instagram.com/p/DJBtTbyxsnN
"1,81E+18";19/07/2024 18.42.59;social_media;twitter;status;talk;keyword;IPB;IPB;"1,51E+18";ponnypatootie;NIN🦖;@626izi iyasi mending ipb juga btw congratt yaaa;positive;https://pbs.twimg.com/profile_images/1809830405887127553/wpyrfDtV_normal.jpg;nan;https://twitter.com/ponnypatootie/status/1814264671203147835;d-dino rawr dino rawrr;"1,81E+18";"1,38E+18";nan;nan;no-take-out;nan;nan;nan
"1,81E+18";18/07/2024 22.54.27;social_media;twitter;status;talk;keyword;IPB;IPB;"1,81E+18";bync____;‎bebe paus ★;@713Streets demi ipb issokey😭;positive;https://pbs.twimg.com/profile_images/1814225190949474305/O_9LOqOd_normal.jpg;nan;https://twitter.com/bync____/status/1813965566945997278;veterinary medicine ipb ‘61;"1,81E+18";"1,54E+18";nan;nan;no-take-out;nan;nan;nan
"1,81E+18";10/07/2024 21.14.02;social_media;twitter;status;talk;keyword;IPB;IPB;"1,77E+18";woyzann;zan;@addctwmrj_ IPB "B" nya Backburner https://t.co/Sy9cldswpz;negative;https://pbs.twimg.com/profile_images/1808381706388504576/rK6mdQT__x96.jpg;nan;https://twitter.com/woyzann/status/1811041192173523224;fib UI24 🐝🤍;"1,81E+18";"1,28E+18";nan;nan;no-take-out;nan;nan;nan
